area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006913,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006967,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007270,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007968,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000008034,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000008036,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000008048,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166861,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166862,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166863,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166864,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166866,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166867,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166868,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166869,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166870,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166871,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000167190,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178934,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178992,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178993,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179258,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179292,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179452,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006054,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,http://snomed.info/sct,764146007,PENICILLINS,content-match,yes,medium,SNOMED class concept; same allergen-id also fans out to 42 NDF-RT codes,standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000005863,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000005873,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000005940,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006138,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006459,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006487,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006583,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007002,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007253,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007337,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007418,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007468,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007469,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007471,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007481,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007482,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000011281,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000011298,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166995,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166996,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166997,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166998,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166999,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000167000,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000167001,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000167685,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178976,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178981,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178983,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178984,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179370,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179395,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179429,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179548,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179587,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179599,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
