area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
immunization,Immunization.vaccineCode,"Influenza, inactivated, quadrivalent, ALL AGES 6 months and older, single dose syringe/vial",IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,90573907,"INFLUENZA, INACTIVATED, QUADRIVALENT, ALL AGES 6 MONTHS AND OLDER, SINGLE DOSE SYRINGE/VIAL",http://hl7.org/fhir/sid/cvx,150,"Influenza, inactivated, quadrivalent, ALL AGES 6 months and older, single dose syringe/vial",dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=40890686 carries the CVX concept,standard
immunization,Immunization.vaccineCode,COVID-19 (PFIZER-BIVALENT) MRNA ages 12+,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,91906111,COVID-19 (PFIZER-BIVALENT) MRNA AGES 12+,http://hl7.org/fhir/sid/cvx,300,COVID-19 (PFIZER-BIVALENT) MRNA ages 12+,dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=91312 carries the CVX concept,standard
immunization,Immunization.vaccineCode,"Influenza, inactivated, quadrivalent, ALL AGES 6 months and older, single dose syringe/vial",IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,94544282,"INFLUENZA, INACTIVATED, QUADRIVALENT, ALL AGES 6 MONTHS AND OLDER, SINGLE DOSE SYRINGE/VIAL",http://hl7.org/fhir/sid/cvx,150,"Influenza, inactivated, quadrivalent, ALL AGES 6 months and older, single dose syringe/vial",dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=40890686 carries the CVX concept,standard
immunization,Immunization.vaccineCode,Influenza (FLUARIX) IIV4,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,104512005,INFLUENZA (FLUARIX) IIV4,http://hl7.org/fhir/sid/cvx,150,Influenza (FLUARIX) IIV4,dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=42890686 carries the CVX concept,standard
immunization,Immunization.vaccineCode,Influenza (FLUARIX) IIV4,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,104512005,INFLUENZA (FLUARIX) IIV4,http://hl7.org/fhir/sid/ndc,58160-909-52,Influenza (FLUARIX) IIV4,dual-coding,yes,high,NDC sibling coding; verified against IMMUNE.NDC_NUM_ID_NDC_CODE for IMMUNE_ID=104512005,standard
immunization,Immunization.vaccineCode,COVID-19 (MODERNA) mRNA SPIKEVAX ages 12+,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,116013056,COVID-19 (MODERNA) MRNA SPIKEVAX AGES 12+,http://hl7.org/fhir/sid/cvx,312,COVID-19 (MODERNA) mRNA SPIKEVAX ages 12+,dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=91322 carries the CVX concept,standard
immunization,Immunization.vaccineCode,Influenza (FLUCELVAX) ccIIV3,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,116014760,INFLUENZA (FLUCELVAX) CCIIV3,http://hl7.org/fhir/sid/cvx,153,Influenza (FLUCELVAX) ccIIV3,dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=90661 carries the CVX concept,standard
immunization,Immunization.vaccineCode,COVID-19 (PFIZER COMIRNATY) mRNA ages 12+,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,116014761,COVID-19 (PFIZER COMIRNATY) MRNA AGES 12+,http://hl7.org/fhir/sid/cvx,309,COVID-19 (PFIZER COMIRNATY) mRNA ages 12+,dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=91320 carries the CVX concept,standard
immunization,Immunization.vaccineCode,Influenza (FLUCELVAX) ccIIV3,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,126924598,INFLUENZA (FLUCELVAX) CCIIV3,http://hl7.org/fhir/sid/cvx,153,Influenza (FLUCELVAX) ccIIV3,dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=90661 carries the CVX concept,standard
immunization,Immunization.vaccineCode,COVID-19 (PFIZER COMIRNATY) mRNA ages 12+,IMMUNE,IMMUNE_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768076,126924599,COVID-19 (PFIZER COMIRNATY) MRNA AGES 12+,http://hl7.org/fhir/sid/cvx,309,COVID-19 (PFIZER COMIRNATY) mRNA ages 12+,dual-coding,yes,high,IMMUNE_ID is the record-level join key (FHIR identifier 768076); vaccine type IMMUNZATN_ID=91320 carries the CVX concept,standard
